"AltCountLineCode","CountInput","CountLineBlank","CountLineCodeDecl","CountLineComment","CountLinePreprocessor","CountPath","CountStmt","CountStmtEmpty","Cyclomatic","CyclomaticStrict","Knots","MinEssentialKnots","RatioCommentToCode","AltCountLineComment","CountLine","CountLineCode","CountLineCodeExe","CountLineInactive","CountOutput","CountSemicolon","CountStmtDecl","CountStmtExe","CyclomaticModified","Essential","MaxEssentialKnots","MaxNesting","Affected","Fold"
65,10,21,9,11,2,192,49,0,9,9,14,14,0.19,11,97,57,44,6,22,41,6,43,9,8,14,2,"VULNERABLE",3
5,157,0,1,0,0,2,2,0,2,2,0,0,0,0,5,5,2,0,2,1,0,2,2,1,0,1,"NEUTRAL",3
74,18,12,9,10,0,119,55,0,16,21,27,27,0.14,10,96,74,59,0,19,40,5,50,16,11,27,4,"VULNERABLE",3
381,73,26,23,67,2,999999999,383,13,141,148,46,31,0.18,67,466,378,336,1,85,247,16,354,141,19,31,6,"VULNERABLE",3
21,4,5,4,0,0,4,16,0,4,4,3,3,0,0,26,21,15,0,8,13,2,14,4,4,3,1,"VULNERABLE",3
8,15,0,2,0,0,2,3,0,2,2,0,0,0,0,8,8,3,0,3,2,0,3,2,1,0,1,"NEUTRAL",3
35,11,5,3,5,0,33,30,0,9,9,9,9,0.14,5,45,35,27,0,14,22,2,28,9,9,9,2,"NEUTRAL",3
12,7,3,5,1,0,1,9,0,1,1,0,0,0.08,1,16,12,7,0,5,9,4,5,1,1,0,0,"NEUTRAL",3
25,10,1,6,1,0,3,21,0,6,7,0,0,0.04,1,27,25,18,0,10,19,3,18,6,1,0,2,"NEUTRAL",3
17,1,10,5,7,0,1,13,0,3,3,0,0,0.41,7,34,17,10,0,7,13,4,9,3,1,0,0,"NEUTRAL",3
37,5,10,3,0,0,18,30,0,7,7,8,8,0,0,47,37,28,0,13,24,2,28,7,6,8,1,"NEUTRAL",3
153,31,21,12,12,13,96,85,0,40,52,19,19,0.1,14,187,120,96,24,34,70,8,77,40,13,19,2,"VULNERABLE",3
19,6,0,2,1,0,5,13,0,6,6,5,5,0.05,1,20,19,13,0,6,7,0,13,3,5,5,2,"NEUTRAL",3
39,12,7,7,1,0,256,31,0,10,10,3,2,0.03,1,47,39,30,0,15,23,5,26,10,3,2,1,"VULNERABLE",3
122,43,38,19,29,0,3674,109,0,18,22,16,13,0.24,29,189,122,103,0,61,92,11,98,18,8,13,2,"VULNERABLE",3
37,14,9,3,24,2,10,24,0,10,14,15,15,0.75,30,76,32,27,9,8,15,2,22,10,8,15,2,"VULNERABLE",3
15,10,2,4,6,0,3,9,0,3,4,0,0,0.4,6,23,15,10,0,7,7,2,7,3,1,0,2,"NEUTRAL",3
88,24,21,9,31,0,1035,74,0,29,36,43,43,0.35,31,140,88,74,0,12,45,6,68,27,24,43,4,"VULNERABLE",3
20,8,1,7,1,0,4,12,0,4,4,3,0,0.05,1,21,20,15,0,3,9,4,8,4,1,0,2,"NEUTRAL",3
27,4,7,4,0,0,24,25,0,9,9,4,4,0,0,34,27,17,0,6,19,3,22,9,5,4,2,"NEUTRAL",3
46,16,10,11,10,0,12,36,0,7,14,5,5,0.22,10,66,46,32,0,9,30,7,29,7,6,5,2,"VULNERABLE",3
41,18,3,9,0,0,9,78,0,22,23,4,3,0,0,44,41,32,0,19,72,13,65,22,4,3,6,"NEUTRAL",3
124,9,30,10,8,0,4865,138,0,31,32,26,18,0.06,8,159,124,105,0,12,103,15,123,31,19,20,6,"NEUTRAL",3
65,11,21,9,11,2,192,49,0,9,9,14,14,0.19,11,97,57,44,6,22,41,6,43,9,8,14,2,"VULNERABLE",3
16,6,4,2,0,0,2,12,0,2,2,0,0,0,0,20,16,12,0,11,11,1,11,2,1,0,1,"NEUTRAL",3
39,13,9,4,2,0,11,31,0,11,12,20,20,0.05,2,48,39,33,0,16,20,3,28,10,11,20,2,"VULNERABLE",3
9,82,0,1,4,0,1,6,0,1,1,0,0,0.44,4,13,9,6,0,6,6,0,6,1,1,0,0,"NEUTRAL",3
55,5,7,9,3,0,42,38,0,8,9,0,0,0.05,3,65,55,42,0,20,31,6,32,8,1,0,3,"NEUTRAL",3
9,2,1,4,0,0,3,7,0,3,3,0,0,0,0,10,9,4,0,3,5,2,5,3,1,0,2,"VULNERABLE",3
52,20,9,5,4,0,433,42,0,13,18,6,3,0.08,4,64,52,42,0,21,30,3,39,13,4,3,2,"VULNERABLE",3
60,20,14,21,5,0,34,41,0,9,11,4,3,0.08,5,78,60,44,0,16,34,9,32,9,4,3,1,"NEUTRAL",3
23,8,6,10,0,0,11,26,0,7,7,6,2,0,0,29,23,18,0,11,20,4,22,7,3,2,2,"NEUTRAL",3
67,12,9,13,9,0,48,52,0,10,12,11,11,0.13,9,85,67,49,0,20,45,11,41,10,8,11,3,"VULNERABLE",3
17,13,0,2,0,0,6,11,0,5,5,0,0,0,0,17,17,11,0,9,7,0,11,5,1,0,3,"NEUTRAL",3
82,12,17,8,1,0,79,63,0,15,15,16,15,0.01,1,99,82,67,0,37,50,6,57,15,9,15,2,"NEUTRAL",3
50,22,10,14,25,0,8,42,0,4,4,1,0,0.5,25,85,50,37,0,22,39,9,33,4,1,0,1,"VULNERABLE",3
238,17,30,56,0,0,80,204,1,56,56,1070,1070,0,0,268,238,190,0,35,148,24,179,33,55,1070,2,"VULNERABLE",3
17,9,2,4,0,0,4,12,0,4,5,2,2,0,0,19,17,11,0,5,9,3,9,4,3,2,3,"NEUTRAL",3
46,3,10,6,6,0,11,39,0,9,12,12,12,0.13,6,62,46,38,0,12,30,5,34,8,8,12,2,"VULNERABLE",3
71,9,8,9,20,0,802,53,0,17,18,30,30,0.28,20,99,71,56,0,12,37,5,48,17,16,30,2,"VULNERABLE",3
25,9,4,9,0,0,4,17,0,3,4,1,0,0,0,29,25,18,0,12,15,6,11,3,1,0,1,"VULNERABLE",3
61,16,12,15,11,0,49,54,1,16,17,9,9,0.18,11,84,61,39,0,18,46,5,48,16,6,9,3,"VULNERABLE",3
18,4,6,4,0,0,4,14,0,4,4,2,2,0,0,24,18,12,0,4,11,2,12,4,3,2,1,"NEUTRAL",3
67,21,16,16,0,0,98,51,0,12,13,17,16,0,0,83,67,53,0,19,42,13,38,12,7,17,4,"VULNERABLE",3
126,17,32,19,1,0,44800,106,2,24,27,29,26,0.01,1,159,126,106,0,41,86,18,86,24,13,27,4,"VULNERABLE",3
23,13,2,2,4,2,5,16,0,4,4,1,0,0.2,4,29,20,15,1,14,13,1,15,4,1,0,1,"VULNERABLE",3
38,11,4,3,6,0,6,27,0,5,5,3,0,0.16,6,48,38,31,0,22,22,2,25,4,1,0,2,"VULNERABLE",3
1429,87,344,89,65,2,19851860,1951,0,868,1391,10298,10010,0.05,72,1850,1409,1181,30,108,1231,91,1860,810,254,10013,8,"VULNERABLE",3
19,16,6,2,0,0,1,14,0,1,1,0,0,0,0,25,19,15,0,19,14,0,14,1,1,0,0,"VULNERABLE",3
30,9,6,3,0,0,10,25,0,6,6,3,3,0,0,36,30,23,0,15,20,2,23,6,5,3,2,"VULNERABLE",3
8,5,0,1,0,0,4,5,0,3,3,0,0,0,0,8,8,5,0,2,3,0,5,3,1,0,1,"NEUTRAL",3
37,16,6,5,22,4,24,49,4,12,12,15,3,0.81,22,62,27,18,6,10,37,6,39,9,4,4,4,"VULNERABLE",3
24,3,5,2,0,0,1,6,0,1,1,0,0,0,0,29,24,20,0,4,6,1,5,1,1,0,0,"NEUTRAL",3
29,15,2,5,0,2,4,20,0,5,5,6,6,0,0,31,20,14,7,13,18,4,16,5,5,6,2,"VULNERABLE",3
26,18,6,5,5,0,12,16,0,5,5,2,2,0.19,5,37,26,20,0,10,12,3,13,5,3,2,2,"VULNERABLE",3
9,7,1,1,0,0,2,5,0,2,2,0,0,0,0,10,9,5,0,4,4,0,5,2,1,0,1,"NEUTRAL",3
13,3,3,3,0,0,2,8,0,2,2,2,0,0,0,16,13,7,0,6,7,2,6,2,1,0,1,"VULNERABLE",3
51,25,20,6,9,0,512,42,0,10,10,0,0,0.18,9,80,51,43,0,6,33,5,37,10,1,0,1,"NEUTRAL",3
20,8,1,2,0,0,6,13,0,4,4,3,3,0,0,21,20,12,0,7,10,1,12,4,3,3,2,"VULNERABLE",3
45,53,11,1,0,2,2,39,0,5,5,1,0,0,0,56,42,14,1,9,38,23,16,5,1,0,1,"VULNERABLE",3
15,3,4,4,0,0,2,11,0,2,2,0,0,0,0,19,15,11,0,11,10,3,8,2,1,0,1,"NEUTRAL",3
40,15,3,7,4,0,288,57,2,24,25,1,0,0.1,4,47,40,31,0,15,46,5,50,24,1,0,5,"VULNERABLE",3
24,5,6,4,0,0,8,17,0,4,4,6,6,0,0,30,24,16,0,12,14,1,16,4,4,6,1,"NEUTRAL",3
57,8,12,15,11,0,18,44,0,6,7,6,6,0.19,11,80,57,42,0,29,39,11,33,6,6,6,2,"VULNERABLE",3
14,8,3,3,0,0,2,12,0,2,2,0,0,0,0,17,14,9,0,8,11,2,10,2,1,0,1,"NEUTRAL",3
41,4,3,4,4,0,5,34,0,5,5,4,4,0.1,4,48,41,31,0,7,30,3,31,5,5,4,1,"NEUTRAL",3
30,12,2,3,7,0,8,33,0,12,12,0,0,0.23,7,39,30,21,0,10,30,2,31,12,4,0,3,"NEUTRAL",3
75,25,11,23,12,0,96,56,0,9,16,5,5,0.16,12,97,75,58,0,37,49,12,44,9,6,5,2,"VULNERABLE",3
12,12,1,2,6,0,3,8,0,3,3,0,0,0.5,6,19,12,8,0,5,6,1,7,3,1,0,2,"VULNERABLE",3
38,7,16,3,31,0,47,32,0,10,10,12,12,0.82,31,85,38,31,0,6,23,2,30,10,7,12,2,"VULNERABLE",3
8,5,0,2,0,0,2,5,0,2,2,1,0,0,0,8,8,5,0,4,4,1,4,2,1,0,1,"NEUTRAL",3
14,17,3,3,0,0,3,11,0,3,4,1,0,0,0,17,14,9,0,3,9,2,9,3,1,0,1,"NEUTRAL",3
24,8,5,6,1,0,13,15,0,6,6,3,2,0.04,1,30,24,14,0,7,10,2,13,6,3,2,2,"NEUTRAL",3
59,4,5,6,19,0,1069,61,3,17,23,12,10,0.32,19,81,59,48,0,16,45,5,53,17,12,11,2,"VULNERABLE",3
66,13,14,8,15,0,43,55,0,15,18,16,16,0.23,15,95,66,52,0,21,41,7,48,15,14,16,2,"VULNERABLE",3
127,22,20,16,42,2,8192,93,0,27,34,84,83,0.34,42,188,122,90,3,24,69,14,79,27,22,83,3,"VULNERABLE",3
121,24,29,12,29,0,30720,137,0,43,45,43,43,0.24,29,178,121,103,0,39,116,10,127,42,15,43,3,"VULNERABLE",3
72,14,3,6,2,0,1989,57,0,20,25,31,31,0.03,2,77,72,56,0,19,39,4,53,20,17,31,5,"VULNERABLE",3
19,1,2,3,0,0,1,4,1,1,1,0,0,0,0,21,19,1,0,2,4,2,1,1,1,0,0,"NEUTRAL",3
89,19,17,7,53,0,1569,63,0,23,31,73,73,0.6,53,159,89,75,0,23,39,4,59,20,19,73,3,"VULNERABLE",3
41,25,8,7,3,0,9,54,0,11,15,5,3,0.07,3,52,41,34,0,17,45,11,43,11,4,3,4,"NEUTRAL",3
67,13,6,7,1,0,100,56,0,12,14,11,11,0.01,1,74,67,52,0,16,45,6,50,12,12,11,2,"VULNERABLE",3
231,36,46,58,51,2,999999999,187,2,51,79,31,23,0.22,51,328,229,187,0,31,137,27,158,51,15,29,6,"VULNERABLE",3
11,7,1,2,0,0,2,8,0,2,2,1,0,0,0,12,11,7,0,7,7,1,7,2,1,0,1,"NEUTRAL",3
27,8,2,7,0,0,4,20,0,4,4,3,3,0,0,29,27,20,0,11,17,6,14,4,4,3,2,"NEUTRAL",3
14,8,3,7,0,0,2,10,0,2,2,1,0,0,0,17,14,11,0,6,9,2,8,2,1,0,1,"VULNERABLE",3
19,11,1,3,0,0,9,20,1,5,5,3,3,0,0,20,19,14,0,10,16,2,17,5,5,3,2,"VULNERABLE",3
14,14,1,4,0,0,3,11,0,3,3,3,3,0,0,15,14,8,0,6,9,3,8,3,3,3,2,"NEUTRAL",3
19,8,2,6,0,0,8,32,0,11,13,0,0,0,0,21,19,13,0,8,29,5,27,11,1,0,5,"NEUTRAL",3
36,11,9,6,0,0,8,33,0,4,5,8,6,0,0,45,36,26,0,22,30,3,30,4,4,6,1,"VULNERABLE",3
37,13,2,8,4,0,19,50,0,19,19,4,4,0.11,4,42,37,24,0,12,44,7,43,19,5,4,5,"NEUTRAL",3
21,5,9,5,2,0,8,16,0,5,6,0,0,0.1,2,32,21,18,0,10,13,4,12,5,1,0,2,"NEUTRAL",3
29,9,10,5,3,0,34,22,0,7,7,2,0,0.1,3,42,29,20,0,9,16,4,18,7,1,0,1,"NEUTRAL",3
43,18,10,11,7,0,4,31,0,4,4,2,2,0.16,7,60,43,32,0,13,28,7,24,4,3,2,1,"NEUTRAL",3
57,19,8,12,1,0,36,39,0,12,12,8,3,0.02,1,66,57,42,0,20,30,9,30,12,4,3,2,"VULNERABLE",3
73,21,13,14,41,0,121,54,0,12,12,7,3,0.56,41,114,73,58,0,33,44,6,48,12,3,3,3,"VULNERABLE",3
15,10,1,5,4,0,2,9,0,2,2,1,0,0.27,4,20,15,9,0,6,8,3,6,2,1,0,1,"VULNERABLE",3
13,12,4,3,2,0,4,9,0,4,4,3,3,0.15,2,19,13,8,0,4,6,1,8,4,4,3,2,"NEUTRAL",3
16,4,5,5,0,0,16,12,0,5,5,0,0,0,0,21,16,12,0,3,8,3,9,5,1,0,1,"NEUTRAL",3
147,47,28,10,1,6,73,121,0,43,43,316,315,0.01,1,175,140,131,2,60,85,5,116,28,31,315,2,"VULNERABLE",3
15,9,0,2,0,0,3,8,0,4,5,3,3,0,0,15,15,10,0,1,4,0,8,3,3,3,2,"NEUTRAL",3
14,5,3,4,0,0,2,10,1,2,2,1,0,0,0,17,14,8,0,4,9,3,6,2,1,0,1,"NEUTRAL",3
104,25,17,8,25,0,25860,67,2,23,32,14,10,0.24,25,145,104,88,0,21,46,6,59,23,10,12,4,"NEUTRAL",3
18,5,1,6,5,0,3,12,0,3,3,2,2,0.28,5,24,18,12,0,8,10,1,11,3,3,2,1,"VULNERABLE",3
73,17,10,9,8,0,42,57,1,17,23,23,23,0.11,8,91,73,60,0,21,42,5,51,13,8,23,2,"VULNERABLE",3
14,3,2,6,0,0,1,7,0,1,1,0,0,0,0,16,14,10,0,6,7,4,3,1,1,0,0,"NEUTRAL",3
40,20,10,10,1,0,7,29,0,6,8,5,4,0.03,1,51,40,30,0,14,24,5,24,6,5,4,1,"NEUTRAL",3
14,5,4,4,0,0,2,10,0,4,4,1,0,0,0,18,14,8,0,4,9,2,8,4,1,0,1,"VULNERABLE",3
160,25,35,13,30,0,83617,127,0,24,28,47,38,0.19,30,225,160,128,0,40,104,8,119,24,19,43,4,"VULNERABLE",3
9,4,3,2,3,0,1,5,0,1,1,0,0,0.33,3,15,9,5,0,2,5,1,4,1,1,0,0,"NEUTRAL",3
164,43,10,5,19,0,77976,172,0,54,55,629,25,0.12,19,192,164,149,0,47,122,4,168,21,17,26,3,"VULNERABLE",3
73,10,14,4,7,0,40,79,1,43,50,37,37,0.1,7,94,73,68,0,18,37,5,73,6,10,37,2,"VULNERABLE",3
216,22,35,28,45,7,8640010,146,0,44,47,27,22,0.28,58,306,158,130,72,30,103,17,129,44,14,22,4,"VULNERABLE",3
46,4,4,3,0,0,7,31,0,7,7,18,18,0,0,50,46,38,0,6,24,1,30,4,7,18,2,"VULNERABLE",3
31,10,11,6,2,2,4,24,0,3,3,0,0,0.08,2,43,26,20,3,8,22,6,18,3,1,0,1,"VULNERABLE",3
31,44,8,10,0,0,5,23,4,5,5,4,4,0,0,39,31,18,0,8,19,3,16,5,5,4,1,"NEUTRAL",3
32,25,2,20,0,0,4,60,0,18,21,14,4,0,0,34,32,25,0,10,53,10,50,15,3,4,4,"VULNERABLE",3
39,15,9,7,3,2,12,53,0,13,14,2,0,0.08,3,49,37,29,0,18,49,6,47,13,1,0,4,"NEUTRAL",3
12,1,3,6,0,0,1,7,0,2,2,0,0,0,0,15,12,5,0,4,7,2,5,2,1,0,0,"NEUTRAL",3
14,7,2,3,0,0,12,35,0,11,11,0,0,0,0,16,14,6,0,16,30,2,33,11,1,0,6,"NEUTRAL",3
116,22,30,14,21,0,6635520,102,0,28,44,38,38,0.18,21,167,116,96,0,29,77,9,93,28,22,38,2,"VULNERABLE",3
392,74,26,23,67,2,999999999,389,13,144,152,46,31,0.17,67,477,389,343,1,86,250,17,359,144,19,31,6,"VULNERABLE",3
60,10,10,7,4,0,322,40,0,12,15,8,6,0.07,4,74,60,43,0,6,28,4,36,12,7,7,3,"VULNERABLE",3
13,4,1,3,0,0,2,7,0,2,2,0,0,0,0,14,13,7,0,7,6,0,7,2,1,0,1,"NEUTRAL",3
15,6,1,7,0,0,2,47,0,13,13,1,0,0,0,16,15,9,0,6,46,7,40,13,1,0,4,"NEUTRAL",3
25,12,3,3,3,0,20,16,0,7,10,3,0,0.12,3,31,25,18,0,6,10,0,16,7,1,0,2,"NEUTRAL",3
24,6,3,2,5,2,4,9,0,3,3,0,0,0.42,5,33,12,9,11,8,7,1,8,3,1,0,1,"NEUTRAL",3
10,2992,0,1,0,0,1,2,1,1,1,0,0,0,0,10,10,1,0,2,2,0,1,1,1,0,0,"NEUTRAL",3
14,6,0,2,5,0,4,18,0,8,10,3,3,0.36,5,19,14,10,0,4,15,1,17,8,4,3,1,"VULNERABLE",3
96,19,20,12,21,5,360,78,1,11,11,2,2,0.25,23,119,85,69,6,29,68,11,66,11,4,2,2,"VULNERABLE",3
40,12,9,8,0,0,16,123,0,33,34,32,11,0,0,49,40,28,0,27,109,13,110,27,5,11,4,"VULNERABLE",3
52,19,6,9,13,0,504,57,2,19,21,1,0,0.25,13,71,52,40,0,20,43,7,48,19,1,0,6,"VULNERABLE",3
26,5,4,4,1,0,12,18,0,5,5,5,2,0.04,1,31,26,19,0,3,13,2,16,4,3,2,1,"VULNERABLE",3
25,13,2,5,0,0,7,37,0,13,13,4,0,0,0,27,25,14,0,6,32,3,34,13,1,0,4,"VULNERABLE",3
26,8,12,3,5,0,12,36,0,14,14,0,0,0.19,5,43,26,18,0,10,31,2,34,14,1,0,3,"NEUTRAL",3
13,6,4,4,0,0,2,29,0,10,10,1,0,0,0,17,13,8,0,9,28,4,25,10,1,0,6,"NEUTRAL",3
5,223,0,1,0,0,2,2,0,2,2,0,0,0,0,5,5,2,0,3,1,0,2,2,1,0,1,"NEUTRAL",3
134,8,5,9,5,0,2625,117,1,31,32,51,49,0.04,5,144,134,105,0,16,87,7,109,31,25,51,5,"NEUTRAL",3
62,6,7,6,0,0,20,45,0,12,12,29,29,0,0,69,62,49,0,13,34,4,41,10,11,29,3,"NEUTRAL",3
86,34,16,25,12,0,192,66,0,12,17,5,5,0.14,12,113,86,68,0,45,58,13,53,12,6,5,2,"VULNERABLE",3
29,13,2,7,0,0,401,147,0,50,50,48,6,0,0,31,29,16,0,10,121,7,140,38,5,8,6,"VULNERABLE",3
16,3,6,5,1,0,8,14,0,8,8,0,0,0.06,1,23,16,12,0,10,11,2,12,8,1,0,1,"NEUTRAL",3
20,4,4,2,5,0,3,16,0,3,3,1,0,0.25,5,27,20,16,0,11,13,1,15,2,1,0,1,"VULNERABLE",3
120,4,17,118,4,0,1,117,0,1,1,0,0,0.03,4,141,120,117,0,1,117,0,117,1,1,0,0,"NEUTRAL",3
6,4,0,2,0,0,2,5,1,3,3,0,0,0,0,6,6,3,0,3,4,0,4,3,1,0,2,"NEUTRAL",3
127,31,19,20,15,0,22579200,96,0,34,36,63,54,0.12,15,159,127,103,0,22,64,11,85,34,20,54,3,"VULNERABLE",3
29,9,7,5,10,0,39,24,2,8,8,3,3,0.34,10,46,29,15,0,9,17,3,19,8,4,3,3,"NEUTRAL",3
73,17,22,12,6,0,23040,63,0,17,22,23,23,0.08,6,101,73,56,0,16,47,8,55,17,14,23,2,"VULNERABLE",3
8,31,0,1,0,0,3,5,0,3,3,2,2,0,0,8,8,5,0,4,3,0,5,3,3,2,1,"VULNERABLE",3
55,8,10,5,5,0,5,53,0,5,5,3,3,0.09,5,70,55,48,0,14,49,3,50,5,4,3,1,"NEUTRAL",3
114,40,33,20,29,0,1226,159,0,36,38,36,13,0.25,29,176,114,95,0,58,134,12,147,30,8,13,3,"VULNERABLE",3
33,10,2,2,0,0,1,12,0,1,1,0,0,0,0,35,33,29,0,1,12,1,11,1,1,0,0,"VULNERABLE",3
82,7,3,12,9,0,448,63,0,15,19,16,16,0.11,9,93,82,66,0,22,50,10,53,15,11,16,2,"VULNERABLE",3
36,15,13,13,10,0,32,28,0,7,10,3,3,0.28,10,59,36,29,0,14,22,6,22,7,4,3,2,"NEUTRAL",3
65,17,10,7,13,0,5400,59,0,18,22,2,0,0.2,13,88,65,54,0,17,40,7,52,16,1,0,4,"NEUTRAL",3
23,9,3,3,0,0,4,15,0,4,7,2,2,0,0,26,23,16,0,8,12,2,13,4,3,2,1,"NEUTRAL",3
23,4,2,5,4,0,16,22,2,7,8,1,0,0.17,4,29,23,18,0,15,18,3,17,7,1,0,2,"VULNERABLE",3
16,9,3,3,0,0,5,16,0,4,4,0,0,0,0,19,16,8,0,9,13,2,14,4,1,0,2,"NEUTRAL",3
22,11,4,5,2,0,6,13,0,6,7,10,10,0.09,2,28,22,15,0,4,8,1,12,6,6,10,3,"VULNERABLE",3
37,13,8,11,8,0,16,38,0,14,15,5,5,0.22,8,53,37,25,0,11,31,6,32,14,5,5,2,"VULNERABLE",3
9,5,2,1,1,0,4,5,1,3,4,1,0,0.11,1,11,9,4,0,4,3,0,4,3,1,0,1,"VULNERABLE",3
9,3,3,3,6,0,2,6,0,2,2,0,0,0.67,6,18,9,5,0,3,5,2,4,2,1,0,1,"NEUTRAL",3
36,18,2,3,1,0,323,32,0,13,19,27,27,0.03,1,39,36,30,0,6,20,2,30,13,13,27,3,"NEUTRAL",3
48,8,4,8,2,0,6,45,0,7,7,6,6,0.04,2,52,48,37,0,31,41,5,40,7,5,6,2,"VULNERABLE",3
173,27,37,13,27,0,167234,137,0,28,33,53,41,0.16,27,237,173,138,0,42,110,8,129,28,19,46,4,"VULNERABLE",3
13,4,1,4,1,0,3,6,0,3,3,0,0,0.08,1,15,13,6,0,3,4,2,4,3,1,0,2,"VULNERABLE",3
19,9,1,4,0,0,2,10,0,2,2,1,0,0,0,20,19,14,0,5,9,3,7,2,1,0,1,"NEUTRAL",3
269,35,38,7,58,0,999999999,227,0,88,108,426,422,0.22,58,332,269,235,0,43,141,6,221,58,68,422,3,"VULNERABLE",3
58,33,1,7,1,0,89,81,1,23,23,4,0,0.02,1,59,58,45,0,14,70,7,73,23,1,0,4,"NEUTRAL",3
17,9,4,6,7,0,2,12,0,2,2,1,0,0.41,7,28,17,9,0,6,11,3,9,2,1,0,1,"NEUTRAL",3
11,3,2,2,0,0,2,7,0,2,2,1,0,0,0,13,11,7,0,7,6,1,6,2,1,0,1,"VULNERABLE",3
7,4,1,3,0,0,1,24,1,9,9,0,0,0,0,8,7,3,0,5,24,5,18,9,1,0,5,"NEUTRAL",3
89,9,3,5,4,0,33,82,0,44,45,466,466,0.04,4,96,89,84,0,13,38,4,78,6,33,466,2,"VULNERABLE",3
83,9,17,10,7,0,334,86,0,36,41,21,21,0.08,7,106,83,65,0,18,65,8,78,36,12,21,5,"VULNERABLE",3
33,13,8,7,6,0,7,24,0,8,8,1,0,0.18,6,47,33,22,0,11,20,5,19,8,1,0,3,"VULNERABLE",3
114,25,30,27,12,0,190080,92,0,24,26,51,51,0.11,12,156,114,91,0,33,71,13,79,24,18,51,3,"VULNERABLE",3
119,24,28,12,24,0,8847360,104,0,29,47,43,43,0.2,24,171,119,98,0,28,78,7,97,29,24,43,2,"VULNERABLE",3
52,5,19,5,13,0,18449,95,0,26,28,10,0,0.25,13,84,52,46,0,9,72,4,91,26,1,0,4,"NEUTRAL",3
15,4,1,2,0,0,7,14,0,5,5,6,6,0,0,16,15,9,0,4,10,1,13,5,5,6,2,"VULNERABLE",3
19,10,1,6,0,0,3,13,0,4,4,1,0,0,0,20,19,12,0,7,11,5,8,4,1,0,3,"NEUTRAL",3
58,27,6,12,0,0,546,89,1,23,33,10,6,0,0,64,58,43,0,17,72,15,73,23,6,6,7,"NEUTRAL",3
51,11,12,4,15,0,114,45,0,22,27,24,24,0.29,15,78,51,45,0,10,26,3,42,22,18,24,3,"VULNERABLE",3
22,14,7,3,0,0,8,22,0,12,14,3,3,0,0,29,22,15,0,5,15,1,21,12,4,3,5,"NEUTRAL",3
25,11,3,6,1,0,3,19,0,3,3,2,0,0.04,1,28,25,19,0,13,17,4,15,3,1,0,1,"VULNERABLE",3
23,3,4,6,0,0,6,19,1,7,7,4,4,0,0,27,23,13,0,6,14,2,16,7,4,4,3,"NEUTRAL",3
12,4,5,3,4,0,1,29,0,8,8,0,0,0.33,4,21,12,8,0,6,29,5,24,8,1,0,5,"NEUTRAL",3
36,13,5,5,12,0,8,21,0,10,18,5,4,0.33,12,53,36,24,0,18,14,3,18,10,5,4,2,"NEUTRAL",3
18,7,6,5,0,0,2,31,0,8,8,0,0,0,0,24,18,13,0,9,30,7,24,8,1,0,5,"NEUTRAL",3
9,7,2,2,0,0,2,6,0,2,3,0,0,0,0,11,9,5,0,5,5,1,5,2,1,0,1,"VULNERABLE",3
13,9,2,3,0,0,2,6,0,2,2,1,0,0,0,15,13,10,0,6,5,2,4,2,1,0,1,"VULNERABLE",3
14,8,4,2,0,0,2,14,0,4,4,1,0,0,0,18,14,10,0,10,13,1,13,4,1,0,2,"VULNERABLE",3
106,16,11,20,4,0,144,84,0,26,26,84,83,0.04,4,121,106,70,0,9,61,20,64,21,15,83,3,"VULNERABLE",3
35,10,8,6,0,0,32,29,0,6,6,9,8,0,0,43,35,26,0,10,24,4,25,6,5,8,1,"VULNERABLE",3
6,4,0,1,0,0,1,3,0,1,1,0,0,0,0,6,6,3,0,4,3,0,3,1,1,0,0,"VULNERABLE",3
7,1253,1,2,0,0,1,4,0,1,1,0,0,0,0,8,7,3,0,3,4,1,3,1,1,0,0,"NEUTRAL",3
37,8,5,6,9,0,5,25,0,5,5,6,6,0.24,9,51,37,28,0,11,20,3,22,5,5,6,2,"NEUTRAL",3
6,6,0,2,0,0,1,3,0,1,1,0,0,0,0,6,6,3,0,3,3,1,2,1,1,0,0,"NEUTRAL",3
13,5,1,6,5,0,1,23,0,4,4,0,0,0.38,5,14,13,7,0,7,23,4,19,4,1,0,2,"NEUTRAL",3
42,43,0,2,0,0,217,33,0,12,20,5,2,0,0,42,42,33,0,11,22,1,32,12,3,2,2,"NEUTRAL",3
20,11,1,4,0,0,4,13,0,4,4,1,0,0,0,21,20,14,0,10,10,3,10,4,1,0,3,"NEUTRAL",3
50,14,12,12,0,0,24,47,0,16,21,10,9,0,0,62,50,39,0,14,34,8,39,16,9,9,3,"VULNERABLE",3
31,9,11,7,16,0,50,32,0,9,9,3,3,0.52,16,58,31,22,0,11,25,6,26,9,5,3,3,"VULNERABLE",3
20,8,4,7,4,0,4,12,0,4,5,0,0,0.2,4,28,20,11,0,5,9,4,8,4,1,0,3,"VULNERABLE",3
81,23,21,12,51,0,390,55,1,15,15,24,24,0.63,51,153,81,64,0,29,40,7,47,13,12,24,2,"VULNERABLE",3
16,7,6,3,6,0,1,19,0,9,9,0,0,0.38,6,28,16,13,0,7,19,2,17,9,1,0,3,"VULNERABLE",3
76,3,9,7,4,0,30,56,0,19,21,12,0,0.05,4,89,76,64,0,24,36,6,50,9,1,0,5,"VULNERABLE",3
9,5,3,1,2,0,2,9,1,3,3,0,0,0.22,2,14,9,5,0,3,7,2,6,3,1,0,2,"NEUTRAL",3
