"AltCountLineCode","CountInput","CountLineBlank","CountLineCodeDecl","CountLineComment","CountLinePreprocessor","CountPath","CountStmt","CountStmtEmpty","Cyclomatic","CyclomaticStrict","Knots","MinEssentialKnots","RatioCommentToCode","AltCountLineComment","CountLine","CountLineCode","CountLineCodeExe","CountLineInactive","CountOutput","CountSemicolon","CountStmtDecl","CountStmtExe","CyclomaticModified","Essential","MaxEssentialKnots","MaxNesting","Affected","Fold"
33,3,5,8,4,0,12336,152,27,49,51,18,0,0.12,4,42,33,20,0,3,132,32,93,49,1,0,7,"NEUTRAL",4
28,1,4,2,16,0,4,26,0,3,3,0,0,0.57,16,48,28,23,0,22,24,1,25,3,1,0,1,"NEUTRAL",4
13,6,4,5,0,0,3,12,1,3,6,2,2,0,0,17,13,6,0,6,10,3,8,3,3,2,1,"NEUTRAL",4
14,27,0,2,0,2,3,9,0,3,3,3,3,0,0,14,11,6,1,4,7,1,8,3,3,3,2,"NEUTRAL",4
14,5,3,4,0,0,2,10,1,2,2,1,0,0,0,17,14,8,0,3,9,3,6,2,1,0,1,"NEUTRAL",4
69,13,15,14,21,0,1728,63,0,14,15,24,24,0.3,21,105,69,56,0,15,51,11,52,14,13,24,2,"NEUTRAL",4
48,12,5,12,0,0,30,32,1,11,11,3,3,0,0,53,48,31,0,10,25,6,25,11,4,3,2,"VULNERABLE",4
11,7,0,4,0,0,1,6,0,1,1,0,0,0,0,11,11,6,0,4,6,1,5,1,1,0,0,"NEUTRAL",4
54,14,20,11,17,0,22,61,0,20,20,4,3,0.31,17,91,54,41,0,23,54,7,54,20,4,3,4,"VULNERABLE",4
29,11,11,6,1,0,8,27,0,5,5,0,0,0.03,1,41,29,21,0,9,24,6,21,5,1,0,2,"VULNERABLE",4
9,21,1,2,4,0,2,6,0,3,3,1,0,0.44,4,14,9,5,0,3,5,1,5,3,1,0,1,"NEUTRAL",4
16,5,3,2,0,0,10,11,0,5,5,1,0,0,0,19,16,13,0,5,7,1,10,5,1,0,2,"VULNERABLE",4
66,21,16,16,0,0,98,50,0,12,13,17,16,0,0,82,66,52,0,17,41,13,37,12,7,17,4,"VULNERABLE",4
28,16,4,8,0,0,12,19,0,7,9,2,0,0,0,32,28,24,0,8,15,4,15,7,1,0,2,"VULNERABLE",4
8,6,2,1,1,0,3,5,0,3,4,2,2,0.12,1,11,8,5,0,3,3,0,5,3,3,2,1,"NEUTRAL",4
8,6,1,3,0,0,4,25,0,11,12,2,0,0,0,9,8,3,0,2,22,5,20,11,1,0,4,"NEUTRAL",4
9,76,1,3,0,0,1,4,0,2,2,0,0,0,0,10,9,4,0,2,4,2,2,2,1,0,0,"NEUTRAL",4
8,10,1,4,0,0,1,25,0,8,8,0,0,0,0,9,8,4,0,5,25,6,19,8,1,0,5,"NEUTRAL",4
114,8,11,4,6,0,32,88,0,21,23,51,48,0.05,6,131,114,100,0,15,64,2,86,14,19,49,4,"VULNERABLE",4
25,12,3,2,0,0,2,21,0,2,2,1,0,0,0,28,25,20,0,19,20,1,20,2,1,0,1,"NEUTRAL",4
66,27,14,4,11,0,1536,53,0,13,15,9,4,0.17,11,91,66,56,0,32,40,2,51,12,3,4,2,"NEUTRAL",4
220,22,35,28,45,7,8640010,147,0,44,47,27,22,0.28,58,311,160,131,75,31,104,17,130,44,14,22,4,"VULNERABLE",4
50,18,14,6,1,0,45,36,0,10,10,1,1,0.02,1,65,50,42,0,8,29,5,31,10,3,1,2,"VULNERABLE",4
175,13,13,9,13,7,863056,104,0,44,46,4,2,0.14,30,227,91,70,108,30,76,7,97,44,3,2,6,"NEUTRAL",4
17,5,1,5,0,0,4,15,0,4,4,2,2,0,0,18,17,10,0,5,12,2,13,4,3,2,1,"VULNERABLE",4
14,9,3,2,1,0,1,10,0,1,1,0,0,0.07,1,18,14,10,0,14,10,0,10,1,1,0,0,"NEUTRAL",4
53,23,12,3,14,2,9,48,0,11,11,2,2,0.28,14,79,50,40,1,27,44,2,46,11,3,2,3,"VULNERABLE",4
8,13,1,4,0,0,1,3,0,1,1,0,0,0,0,9,8,4,0,3,3,2,1,1,1,0,0,"NEUTRAL",4
97,14,20,12,21,5,360,78,1,11,11,2,2,0.24,23,120,86,70,6,29,68,11,66,11,4,2,2,"VULNERABLE",4
35,14,5,13,1,0,4,27,0,3,3,1,0,0.03,1,41,35,30,0,11,25,11,16,3,1,0,1,"NEUTRAL",4
28,5,5,8,1,0,15,69,1,25,25,14,3,0.04,1,34,28,19,0,9,62,7,61,22,3,3,4,"NEUTRAL",4
315,60,24,19,42,0,999999999,334,13,143,149,39,29,0.13,42,373,315,277,0,67,198,12,309,143,18,29,7,"VULNERABLE",4
16,4,4,4,0,0,2,11,0,3,3,0,0,0,0,20,16,9,0,6,10,3,8,3,1,0,1,"NEUTRAL",4
14,7,1,1,0,0,3,5,0,3,3,3,3,0,0,15,14,9,0,4,3,0,5,3,3,3,2,"NEUTRAL",5
14,8,3,5,4,0,2,10,1,3,3,0,0,0.29,4,21,14,7,0,0,9,3,6,3,1,0,1,"NEUTRAL",5
119,19,20,16,17,0,14400,89,0,29,38,65,49,0.14,17,154,119,94,0,23,63,13,76,29,19,49,4,"VULNERABLE",5
27,8,6,7,0,0,3,24,0,5,5,3,2,0,0,33,27,21,0,15,22,4,20,5,3,2,2,"NEUTRAL",5
32,9,5,6,12,0,13,30,0,9,18,3,2,0.38,12,49,32,20,0,9,23,5,25,9,3,2,4,"NEUTRAL",5
64,34,15,5,2,0,40,53,0,8,13,1,0,0.03,2,81,64,56,0,34,46,3,50,8,1,0,3,"VULNERABLE",5
40,31,18,5,24,0,36,37,0,7,9,0,0,0.6,24,82,40,31,0,25,31,4,33,7,1,0,2,"VULNERABLE",5
45,22,15,6,1,0,9,35,0,5,5,8,8,0.02,1,61,45,35,0,26,31,2,33,5,5,8,1,"VULNERABLE",5
14,6,1,7,0,0,5,26,0,8,8,4,3,0,0,15,14,7,0,7,19,5,21,5,3,4,3,"NEUTRAL",5
12,9,4,3,0,0,3,9,0,3,3,2,2,0,0,16,12,8,0,3,7,2,7,3,3,2,1,"VULNERABLE",5
27,9,7,7,0,0,15,25,0,7,9,3,2,0,0,34,27,19,0,9,19,6,19,7,3,2,1,"NEUTRAL",5
11,6,1,1,0,0,1,11,1,2,2,0,0,0,0,12,11,4,0,3,11,3,7,2,1,0,1,"NEUTRAL",5
49,16,9,8,5,0,29,36,0,14,19,5,4,0.1,5,63,49,38,0,25,26,6,30,14,4,4,4,"VULNERABLE",5
12,159,2,2,0,2,3,6,0,3,3,1,0,0,0,14,9,6,1,2,4,0,6,3,1,0,1,"NEUTRAL",5
150,28,36,11,128,0,1492992,118,1,26,31,35,35,0.85,128,310,150,123,0,58,94,8,109,26,19,35,2,"VULNERABLE",5
7,4,1,2,3,0,2,3,0,2,2,1,0,0.43,3,11,7,3,0,2,2,0,3,2,1,0,1,"VULNERABLE",5
9,5,2,2,0,0,2,12,0,6,7,0,0,0,0,11,9,5,0,3,11,1,11,6,1,0,2,"VULNERABLE",5
24,11,4,11,1,0,2,89,0,3,43,1,0,0.04,1,29,24,18,0,6,88,7,82,3,1,0,1,"NEUTRAL",5
95,27,13,16,4,2,7557628,346,73,131,148,146,16,0.05,4,112,86,67,7,25,232,36,237,107,12,16,7,"NEUTRAL",5
18,4,4,4,4,0,4,9,0,4,4,1,0,0.22,4,26,18,11,0,4,6,1,8,4,1,0,2,"NEUTRAL",5
29,15,6,4,0,0,4,25,0,4,4,0,0,0,0,35,29,23,0,8,23,3,22,4,1,0,1,"VULNERABLE",5
80,25,17,24,12,0,244,110,0,36,37,27,15,0.15,12,109,80,65,0,26,92,15,95,33,11,15,4,"VULNERABLE",5
11,12,1,3,0,0,3,20,1,5,5,1,0,0,0,12,11,7,0,5,18,6,13,5,1,0,1,"NEUTRAL",5
23,8,5,5,4,0,7,16,0,5,5,3,3,0.17,4,32,23,16,0,6,12,2,14,5,4,3,2,"VULNERABLE",5
50,17,2,11,1,0,64,43,0,11,11,21,21,0.02,1,53,50,42,0,16,33,10,33,11,10,21,3,"VULNERABLE",5
28,6,5,4,6,0,5,19,0,7,7,6,6,0.21,6,35,28,23,0,5,13,2,17,4,4,6,1,"NEUTRAL",5
64,9,2,2,1,0,84,60,0,9,9,3,0,0.02,1,67,64,54,0,38,52,1,59,9,1,0,3,"VULNERABLE",5
74,25,17,4,2,0,23,54,0,17,17,5,5,0.03,2,93,74,64,0,25,40,1,53,11,8,5,1,"VULNERABLE",5
24,17,8,4,0,0,3,18,0,3,3,2,2,0,0,32,24,17,0,16,16,1,17,3,3,2,1,"VULNERABLE",5
21,23,0,2,1,2,1,0,0,1,1,0,0,0.25,1,27,4,0,21,0,0,0,0,1,1,0,0,"NEUTRAL",5
27,19,3,12,8,0,3,16,0,4,4,2,2,0.3,8,30,27,14,0,5,14,5,11,4,3,2,1,"NEUTRAL",5
9,8,1,2,2,0,1,6,0,1,1,0,0,0.22,2,12,9,5,0,4,6,1,5,1,1,0,0,"NEUTRAL",5
9,5,1,4,0,0,2,5,0,2,2,1,0,0,0,10,9,4,0,2,4,1,4,2,1,0,1,"NEUTRAL",5
29,13,2,7,0,0,401,147,0,50,50,48,6,0,0,31,29,16,0,11,121,7,140,38,5,8,6,"VULNERABLE",5
48,22,7,13,9,0,12,31,4,8,8,8,8,0.19,9,64,48,25,0,10,24,3,24,8,5,8,3,"VULNERABLE",5
20,8,3,6,0,0,5,14,0,4,4,2,2,0,0,23,20,13,0,6,11,3,11,4,3,2,2,"VULNERABLE",5
50,13,9,6,37,0,966,50,0,24,27,23,19,0.74,37,95,50,32,0,13,33,3,47,24,11,19,4,"VULNERABLE",5
24,11,8,9,0,0,10,40,0,13,13,0,0,0,0,32,24,17,0,11,36,7,33,13,1,0,4,"NEUTRAL",5
23,1,5,4,0,0,4,17,1,5,5,2,2,0,0,28,23,16,0,7,14,3,13,5,3,2,2,"NEUTRAL",5
24,5,5,4,3,0,5,13,0,4,4,1,0,0.12,3,32,24,18,0,5,10,3,10,4,1,0,1,"NEUTRAL",5
37,10,10,5,14,0,16,28,2,7,7,3,2,0.38,14,61,37,27,0,18,24,4,22,7,3,2,1,"NEUTRAL",5
30,9,7,9,0,0,5,20,0,5,5,5,5,0,0,37,30,17,0,10,16,3,17,5,4,5,1,"VULNERABLE",5
47,32,8,18,7,0,13,36,0,11,11,2,2,0.15,7,62,47,33,0,19,30,8,28,11,3,2,2,"VULNERABLE",5
21,7,3,3,0,0,4,13,0,4,4,6,6,0,0,24,21,15,0,7,9,1,12,3,4,6,1,"NEUTRAL",5
36,9,5,6,1,0,7,26,0,5,5,4,4,0.03,1,41,36,28,0,10,22,5,21,5,5,4,2,"NEUTRAL",5
54,28,8,20,7,0,13,33,0,7,7,2,2,0.13,7,69,54,40,0,30,27,8,25,7,3,2,2,"VULNERABLE",5
89,20,17,7,53,0,1569,63,0,23,31,73,73,0.6,53,159,89,75,0,22,39,4,59,20,19,73,3,"VULNERABLE",5
7,39,0,3,0,0,1,2,0,1,1,0,0,0,0,7,7,2,0,2,2,0,2,1,1,0,0,"NEUTRAL",5
19,10,3,8,2,2,2,8,0,2,2,1,0,0.13,2,24,15,6,2,4,7,3,5,2,1,0,1,"NEUTRAL",5
43,10,10,3,1,0,97,38,1,10,11,13,13,0.02,1,54,43,32,0,18,30,2,35,10,8,13,2,"VULNERABLE",5
135,31,26,15,59,0,248841,129,0,38,43,29,26,0.44,59,220,135,108,0,52,106,8,121,38,15,26,3,"NEUTRAL",5
62,8,6,14,18,0,92,44,0,12,15,13,11,0.29,18,86,62,47,0,15,33,9,35,12,10,13,4,"NEUTRAL",5
66,18,11,10,13,0,3169,70,0,22,24,4,2,0.2,13,85,66,52,0,33,56,11,59,22,3,3,7,"NEUTRAL",5
33,7,9,7,0,0,10,66,0,24,24,7,5,0,0,42,33,27,0,9,56,7,59,19,3,5,6,"NEUTRAL",5
56,20,3,5,5,0,13,68,0,24,24,9,2,0.09,5,64,56,46,0,23,60,3,65,22,3,2,4,"VULNERABLE",5
370,75,26,23,68,2,999999999,319,2,124,132,47,33,0.19,68,456,367,316,1,89,200,17,300,124,20,33,6,"VULNERABLE",5
8,93,0,1,0,0,3,6,1,4,4,0,0,0,0,8,8,4,0,2,4,0,5,4,1,0,3,"NEUTRAL",5
32,6,3,7,0,0,5,24,0,5,6,3,3,0,0,35,32,23,0,8,19,5,19,5,4,3,1,"VULNERABLE",5
122,42,35,20,29,0,3674,106,0,18,22,16,13,0.24,29,186,122,102,0,59,89,11,95,18,8,13,2,"VULNERABLE",5
28,15,7,8,0,0,10,35,2,8,11,3,3,0,0,35,28,19,0,9,30,6,27,8,4,3,2,"VULNERABLE",5
122,31,23,14,36,0,537606,98,0,32,36,51,49,0.3,36,178,122,102,0,35,71,8,90,32,21,51,3,"VULNERABLE",5
6,6,1,2,0,0,1,3,0,1,1,0,0,0,0,7,6,3,0,2,3,1,2,1,1,0,0,"VULNERABLE",5
106,16,11,20,4,0,144,84,0,21,21,84,83,0.04,4,121,106,70,0,7,61,20,64,16,15,83,3,"VULNERABLE",5
8,7,1,3,0,0,1,25,0,8,8,0,0,0,0,9,8,4,0,5,25,5,20,8,1,0,5,"NEUTRAL",5
37,7,4,7,0,0,8,30,1,7,7,7,5,0,0,41,37,26,0,14,24,5,24,6,4,5,2,"VULNERABLE",5
26,9,6,4,1,0,7,23,0,5,5,3,0,0.04,1,33,26,21,0,22,19,1,22,5,1,0,3,"NEUTRAL",5
9,4,3,4,0,0,2,5,0,2,2,1,0,0,0,12,9,5,0,2,4,1,4,2,1,0,1,"NEUTRAL",5
35,9,7,7,0,0,8,21,3,5,5,1,0,0,0,42,35,18,0,5,17,3,15,5,1,0,3,"NEUTRAL",5
53,11,5,5,6,0,180,40,0,10,11,18,18,0.11,6,64,53,39,0,22,31,3,37,10,10,18,2,"VULNERABLE",5
8,278,2,2,0,0,2,8,0,2,2,0,0,0,0,10,8,4,0,4,7,1,7,2,1,0,1,"NEUTRAL",5
63,10,5,4,0,0,15,51,0,16,17,11,0,0,0,68,63,50,0,6,36,3,48,13,1,0,5,"VULNERABLE",5
32,8,4,2,5,0,40,27,1,12,17,10,9,0.16,5,41,32,25,0,3,16,1,25,12,8,10,2,"VULNERABLE",5
49,15,12,12,26,0,36,37,0,7,7,3,3,0.53,26,87,49,35,0,10,31,9,28,7,4,3,2,"VULNERABLE",5
29,5,4,5,0,0,5,25,0,11,12,2,0,0,0,33,29,20,0,10,21,4,21,11,1,0,3,"VULNERABLE",5
131,14,23,13,0,4,5389,90,0,32,38,48,43,0,0,154,118,93,9,28,60,12,78,32,24,43,4,"VULNERABLE",5
91,17,16,7,8,0,1731,115,8,39,39,16,14,0.09,8,114,91,70,0,24,99,5,102,38,9,16,4,"NEUTRAL",5
26,8,7,5,0,0,4,23,0,4,4,3,3,0,0,33,26,20,0,11,20,4,19,4,4,3,1,"VULNERABLE",5
39,29,2,10,0,0,2,47,0,12,12,0,0,0,0,41,39,31,0,17,45,7,40,12,1,0,3,"VULNERABLE",5
12,6,4,10,6,0,1,1,0,1,1,0,0,0.5,6,22,12,3,0,1,1,0,1,1,1,0,0,"NEUTRAL",5
11,7,4,2,9,0,2,8,0,2,2,0,0,0.82,9,24,11,8,0,7,7,1,7,2,1,0,1,"NEUTRAL",5
138,27,23,10,9,2,29,84,0,36,43,17,17,0.07,9,170,121,102,16,47,73,6,78,36,11,17,3,"VULNERABLE",5
16,13,1,2,0,0,3,9,0,3,3,1,0,0,0,17,16,11,0,5,7,1,8,3,1,0,2,"NEUTRAL",5
13,29,4,1,3,0,3,20,0,9,9,1,0,0.23,3,20,13,10,0,9,18,0,20,9,1,0,3,"VULNERABLE",5
30,6,8,3,1,0,8,22,0,6,6,8,8,0.03,1,39,30,24,0,14,17,1,21,6,6,8,2,"NEUTRAL",5
17,5,4,6,3,0,3,7,0,3,3,2,2,0.18,3,24,17,10,0,2,5,1,6,3,3,2,1,"NEUTRAL",5
175,20,21,8,78,0,442393,172,0,31,34,96,92,0.45,78,266,175,163,0,10,141,6,166,20,15,92,2,"NEUTRAL",5
82,29,20,10,17,0,1543,64,0,17,23,12,12,0.21,17,119,82,69,0,29,48,8,56,17,10,12,2,"VULNERABLE",5
13,10,1,3,0,0,3,8,0,3,4,3,3,0,0,14,13,6,0,6,6,1,7,3,3,3,2,"VULNERABLE",5
62,17,13,9,0,0,38,46,0,11,11,14,13,0,0,75,62,47,0,17,36,7,39,11,10,13,1,"NEUTRAL",5
73,11,12,5,2,0,576,65,1,15,16,17,17,0.03,2,87,73,56,0,24,54,4,60,15,9,17,2,"VULNERABLE",5
39,7,16,3,31,0,47,32,0,10,10,12,12,0.79,31,86,39,32,0,7,23,2,30,10,7,12,2,"VULNERABLE",5
8,81,0,2,0,0,2,3,0,2,3,1,0,0,0,8,8,4,0,4,2,0,3,2,1,0,1,"NEUTRAL",5
16,11,0,1,0,0,3,11,0,3,3,0,0,0,0,16,16,11,0,8,9,0,11,3,1,0,2,"NEUTRAL",5
34,12,5,6,0,0,7,26,2,7,7,8,7,0,0,39,34,22,0,11,20,4,20,7,6,7,2,"NEUTRAL",5
17,3,0,1,0,3,1,1,0,1,1,0,0,0,0,19,4,1,13,0,1,0,1,1,1,0,0,"NEUTRAL",5
121,46,35,20,29,0,3674,105,0,18,22,16,13,0.24,29,185,121,101,0,56,88,11,94,18,8,13,2,"VULNERABLE",5
47,6,4,3,2,0,8,33,0,8,8,31,31,0.04,2,53,47,39,0,6,25,1,32,4,8,31,2,"VULNERABLE",5
183,32,46,21,51,0,1285,164,0,39,40,43,41,0.28,51,259,183,163,0,39,127,13,151,18,17,43,3,"VULNERABLE",5
22,7,5,3,5,0,4,18,0,4,4,2,2,0.23,5,32,22,16,0,13,15,2,16,4,3,2,1,"NEUTRAL",5
28,3,8,7,2,0,2,37,0,9,12,0,0,0.07,2,38,28,22,0,7,36,8,29,9,1,0,2,"NEUTRAL",5
13,5,2,3,0,2,3,8,0,3,4,0,0,0,0,15,10,5,1,2,6,2,6,3,1,0,2,"NEUTRAL",5
90,26,18,13,3,0,164359,98,0,44,47,19,11,0.03,3,110,90,72,0,24,63,11,87,44,11,12,6,"NEUTRAL",5
23,1,6,4,1,0,5,18,0,6,7,4,4,0.04,1,30,23,17,0,7,15,3,15,6,5,4,2,"NEUTRAL",5
36,54,2,4,0,0,17,38,0,13,13,6,5,0,0,38,36,26,0,10,32,3,35,13,5,6,3,"VULNERABLE",5
34,14,6,7,3,0,21,26,0,9,11,5,5,0.09,3,43,34,23,0,11,18,5,21,9,6,5,2,"VULNERABLE",5
140,18,35,19,63,0,544320,116,0,40,43,35,35,0.45,63,238,140,96,0,27,88,8,108,40,16,35,5,"NEUTRAL",5
133,33,21,7,6,0,27649,105,0,24,30,23,21,0.05,6,160,133,106,0,57,85,4,101,24,13,21,2,"VULNERABLE",5
16,4,3,5,0,0,4,10,0,4,4,5,5,0,0,19,16,10,0,7,7,2,8,4,4,5,2,"NEUTRAL",5
66,11,16,10,33,3,456,55,0,15,19,7,0,0.53,33,114,62,57,1,23,44,9,46,15,1,0,1,"NEUTRAL",5
45,13,9,4,0,0,54,33,0,8,9,15,15,0,0,54,45,34,0,12,25,3,30,7,8,15,2,"VULNERABLE",5
10,15,2,4,0,0,1,11,0,3,3,0,0,0,0,12,10,4,0,3,11,1,10,3,1,0,1,"NEUTRAL",5
38,16,5,4,4,2,8,25,0,7,7,12,11,0.12,4,47,33,25,3,10,19,3,22,7,6,11,2,"NEUTRAL",5
81,22,9,16,13,0,1920,60,4,13,19,4,3,0.16,13,103,81,56,0,25,48,12,44,13,6,3,2,"VULNERABLE",5
22,11,8,4,1,0,4,16,1,5,5,1,0,0.05,1,31,22,15,0,8,13,2,13,5,1,0,3,"NEUTRAL",5
23,8,7,4,4,0,7,25,0,7,7,6,6,0.17,4,34,23,18,0,4,19,2,23,7,7,6,1,"NEUTRAL",5
35,4,9,3,2,0,8,29,0,4,6,0,0,0.06,2,46,35,28,0,8,26,2,27,4,1,0,1,"NEUTRAL",5
28,7,5,7,4,0,5,18,0,5,7,3,2,0.14,4,37,28,18,0,7,14,4,14,5,3,2,2,"VULNERABLE",5
37,8,1,7,3,0,120,29,1,11,12,3,3,0.08,3,40,37,29,0,7,20,5,23,11,4,3,2,"NEUTRAL",5
50,15,5,8,6,0,51,41,0,10,10,2,2,0.12,6,61,50,37,0,20,32,6,35,10,3,2,3,"VULNERABLE",5
6,2,0,1,0,0,1,3,0,1,1,0,0,0,0,6,6,3,0,4,3,0,3,1,1,0,0,"VULNERABLE",5
82,19,20,16,3,0,1636,66,0,18,22,17,17,0.04,3,105,82,59,0,13,51,12,54,18,11,17,3,"VULNERABLE",5
28,8,5,9,5,0,30,25,0,10,10,2,2,0.18,5,36,28,21,0,7,17,4,21,10,3,2,3,"VULNERABLE",5
62,7,26,4,1,0,22,54,0,13,13,55,0,0.02,1,89,62,57,0,22,41,3,51,3,1,0,1,"VULNERABLE",5
5,4,0,1,4,0,1,2,0,1,1,0,0,0.8,4,9,5,2,0,1,2,0,2,1,1,0,0,"NEUTRAL",5
53,22,12,3,14,2,9,48,0,11,11,2,2,0.28,14,79,50,40,1,28,44,2,46,11,3,2,3,"VULNERABLE",5
66,14,11,9,4,0,31,53,0,18,18,25,25,0.06,4,81,66,54,0,9,43,6,47,18,10,25,5,"NEUTRAL",5
469,16,11,12,38,0,125,419,0,194,201,1118,1114,0.08,38,513,469,433,0,43,222,8,411,42,65,1114,3,"VULNERABLE",5
50,14,5,12,0,0,50,34,1,12,12,6,6,0,0,55,50,33,0,10,26,6,27,12,6,6,2,"VULNERABLE",5
25,10,6,5,0,0,5,25,2,13,13,1,0,0,0,31,25,15,0,7,22,1,22,13,1,0,2,"NEUTRAL",5
22,42,4,3,4,0,5,11,0,5,5,1,0,0.18,4,30,22,15,0,10,8,2,9,5,1,0,2,"NEUTRAL",5
27,289,8,2,23,0,25,21,0,9,10,6,4,0.85,23,57,27,21,0,14,13,1,20,9,5,4,2,"NEUTRAL",5
44,17,12,7,17,0,48,38,0,8,10,0,0,0.39,17,71,44,34,0,25,31,5,33,8,1,0,3,"VULNERABLE",5
94,12,12,9,10,0,3074,78,2,18,19,20,15,0.11,10,116,94,78,0,22,61,6,70,18,8,17,3,"VULNERABLE",5
134,22,20,17,44,4,8192,100,0,25,32,77,76,0.35,44,197,125,94,5,33,76,15,85,25,21,76,3,"VULNERABLE",5
62,7,12,8,9,0,17,45,0,8,8,13,13,0.15,9,83,62,43,0,15,38,7,38,8,8,13,3,"VULNERABLE",5
84,34,17,19,12,0,2880,157,0,40,46,26,6,0.14,12,112,84,63,0,49,139,25,132,34,7,6,5,"VULNERABLE",5
16,6,1,3,0,3,7,26,0,8,8,11,0,0,0,17,9,5,4,10,19,2,24,5,1,0,3,"NEUTRAL",5
245,34,82,8,84,2,831,131,11,39,50,119,116,0.35,84,409,240,174,4,30,90,6,114,28,24,116,4,"NEUTRAL",5
136,43,40,19,29,6,3674,109,0,18,22,16,13,0.24,35,211,122,103,14,61,92,11,98,18,8,13,2,"VULNERABLE",5
35,9,3,3,2,0,7,22,0,20,20,11,10,0.06,2,40,35,29,0,5,16,2,20,20,7,10,3,"NEUTRAL",5
61,18,11,9,0,4,32,132,0,34,36,28,6,0,7,79,48,37,16,32,117,14,118,28,4,6,4,"VULNERABLE",5
76,4,6,2,0,0,1,73,0,1,1,0,0,0,0,82,76,72,0,0,73,1,72,1,1,0,0,"VULNERABLE",5
38,12,10,4,3,2,24,35,0,13,14,0,0,0.09,3,51,35,27,1,14,30,3,32,13,1,0,3,"NEUTRAL",5
16,6,3,4,0,0,10,14,0,6,8,3,3,0,0,19,16,10,0,4,9,2,12,6,4,3,1,"NEUTRAL",5
9,7,2,1,3,0,3,6,0,3,4,2,2,0.33,3,14,9,6,0,4,4,0,6,3,3,2,1,"VULNERABLE",5
64,13,12,8,0,0,22,47,0,15,15,55,55,0,0,76,64,50,0,14,35,7,40,9,11,55,2,"VULNERABLE",5
26,10,11,2,17,0,1,22,0,3,3,0,0,0.65,17,54,26,23,0,15,22,1,21,3,1,0,1,"VULNERABLE",5
14,6,1,5,0,0,4,8,1,4,4,0,0,0,0,15,14,8,0,5,6,1,6,4,1,0,2,"NEUTRAL",5
47,19,10,8,8,0,163,34,0,11,14,5,0,0.17,8,65,47,38,0,18,24,5,29,11,1,0,2,"VULNERABLE",5
11,9,2,3,2,0,2,8,0,2,2,1,0,0.18,2,14,11,7,0,4,7,2,6,2,1,0,1,"NEUTRAL",5
45,14,4,9,2,0,171,36,0,12,12,12,12,0.04,2,51,45,33,0,7,25,7,29,12,9,12,4,"VULNERABLE",5
18,11,2,2,4,0,1,15,0,1,1,0,0,0.22,4,23,18,15,0,14,15,1,14,1,1,0,0,"NEUTRAL",5
21,8,2,2,1,0,18,14,0,6,7,6,6,0.05,1,24,21,15,0,9,9,1,13,6,5,6,2,"VULNERABLE",5
10,6,2,2,1,0,2,6,0,2,2,1,0,0.1,1,13,10,7,0,3,5,1,5,2,1,0,1,"NEUTRAL",5
98,29,17,7,6,0,10862,97,0,39,46,35,35,0.06,6,121,98,72,0,20,69,5,92,36,14,35,5,"NEUTRAL",5
10,21,3,2,0,0,2,7,0,2,2,1,0,0,0,13,10,6,0,6,6,1,6,2,1,0,1,"NEUTRAL",5
131,38,39,17,29,6,1226,106,0,16,18,16,13,0.25,35,205,117,99,14,62,91,10,96,16,8,13,2,"VULNERABLE",5
4,2044,0,1,0,0,1,1,0,1,1,0,0,0,0,4,4,1,0,2,1,0,1,1,1,0,0,"NEUTRAL",5
8,4,0,1,1,0,2,3,1,3,3,1,0,0.12,1,8,8,4,0,4,2,0,2,3,1,0,1,"NEUTRAL",5
18,7,2,5,0,0,6,12,0,4,4,1,0,0,0,20,18,13,0,6,9,3,9,4,1,0,2,"NEUTRAL",5
49,9,17,7,11,0,261,39,0,11,11,7,6,0.22,11,77,49,37,0,12,29,6,33,11,6,7,2,"VULNERABLE",5
228,36,46,57,51,2,999999999,184,2,51,78,31,23,0.23,51,325,226,184,0,31,134,26,156,51,15,29,6,"VULNERABLE",5
88,22,19,10,17,0,170,60,0,19,21,14,13,0.19,17,124,88,73,0,15,42,4,56,19,14,14,3,"NEUTRAL",5
4,9,0,1,0,0,1,1,0,1,1,0,0,0,0,4,4,1,0,2,1,0,1,1,1,0,0,"VULNERABLE",5
29,6,3,7,11,0,6,21,2,5,6,3,3,0.38,11,43,29,20,0,6,16,5,14,4,4,3,2,"VULNERABLE",5
8,30,1,2,0,0,3,6,1,4,4,0,0,0,0,9,8,4,0,3,4,1,4,4,1,0,3,"NEUTRAL",5
16,5,6,2,2,0,2,10,1,2,2,0,0,0.12,2,24,16,11,0,7,9,1,8,2,1,0,1,"NEUTRAL",5
253,16,30,56,0,0,90,217,1,60,60,1066,1066,0,0,283,253,203,0,34,157,24,192,38,59,1066,2,"VULNERABLE",5
20,7,1,1,1,0,4,12,0,4,4,0,0,0.05,1,22,20,15,0,14,9,0,12,4,1,0,3,"NEUTRAL",5
17,7,3,5,6,0,6,30,0,4,4,3,2,0.35,6,26,17,10,0,5,27,4,26,4,3,3,2,"NEUTRAL",5
9,5,3,2,0,0,2,5,1,2,3,0,0,0,0,12,9,4,0,4,4,1,3,2,1,0,1,"NEUTRAL",5
53,10,5,9,1,0,20,37,0,12,15,9,0,0.02,1,58,53,42,0,11,26,5,32,11,1,0,3,"NEUTRAL",5
11,11,0,1,0,0,4,7,0,5,6,3,0,0,0,11,11,8,0,4,4,0,7,5,1,0,2,"NEUTRAL",5
67,24,14,9,10,0,135,53,0,13,15,16,16,0.15,10,91,67,56,0,23,41,7,46,13,10,16,2,"VULNERABLE",5
